Course ID,Subject,Catalog,Long Title,Class Units,Component Code,Component Descr,Pre Requisite Description,Career,Equivalent Courses
50474,COMM,214,BUSINESS ANALYTICS,3.0,LEC,Lecture,Prerequisite: MATH208 or equivalent; MATH209 or equivalent; COMM213 previously or Corequisite. Never taken COMM215,UGRD,
50475,COMM,216,"Ethics, Business Sustainability, and Social Responsibility",1.5,LEC,Lecture,"Prerequisite: COMM205, 214 previously or Corequisite.",UGRD,
50476,COMM,219,INNOVATION MANAGEMENT,1.5,LEC,Lecture,Prerequisite: COMM205 previously or Corequisite.,UGRD,
50477,COMM,221,Financial Markets,3.0,LEC,Lecture,Prerequisite: ECON201 or equivalent previously; ECON203 or equivalent previously or Corequisite; COMM214 previously or Corequisite.,UGRD,
50478,COMM,227,Interpersonal and Critical Thinking Skills,3.0,LEC,Lecture,Prerequisite: COMM205.,UGRD,
50479,COMM,229,Managing People in Organizations,3.0,LEC,Lecture,"Prerequisite: COMM227 previously or Corequisite; or MANA201 and MANA202, never taken MANA362",UGRD,
50480,COMM,309,Business Finance,3.0,LEC,Lecture,Prerequisite: COMM217 previously or Corequisite; COMM221.,UGRD,
50481,COMM,316,Business Law and Ethics,1.5,LEC,Lecture,Prerequisite: COMM216 previously or Corequisite.,UGRD,
5326,COMP,201,Introduction to Computing,3.0,LEC,Lecture,Prerequisite: MATH201,UGRD,
5326,COMP,201,Introduction to Computing,3.0,TUT,Tutorial,Prerequisite: MATH201,UGRD,
5337,COMP,218,Fundamentals of Programming,3.0,LEC,Lecture,Never Taken/Not Registered: COMP248 At least one of Prerequisite: MATH201,UGRD,
5337,COMP,218,Fundamentals of Programming,3.0,TUT,Tutorial,Never Taken/Not Registered: COMP248 At least one of Prerequisite: MATH201,UGRD,
5350,COMP,228,System Hardware,3.0,LEC,Lecture,"Corequisite: MATH204, MATH203; Prerequisite: COMP248",UGRD,SOEN 228 = COMP 228
5350,COMP,228,System Hardware,3.0,LEC,Lecture,"Corequisite: MATH204, MATH203; Prerequisite: COMP248",UGRD,
5350,COMP,228,System Hardware,3.0,TUT,Tutorial,"Corequisite: MATH204, MATH203; Prerequisite: COMP248",UGRD,SOEN 228 = COMP 228
5350,COMP,228,System Hardware,3.0,TUT,Tutorial,"Corequisite: MATH204, MATH203; Prerequisite: COMP248",UGRD,
5353,COMP,232,Mathematics for Computer Science,3.0,LEC,Lecture,"Prerequisite: MATH204, MATH203 Never Taken: COMP238 or COEN231",UGRD,COMP 232 = COMP 238
5353,COMP,232,Mathematics for Computer Science,3.0,TUT,Tutorial,"Prerequisite: MATH204, MATH203 Never Taken: COMP238 or COEN231",UGRD,COMP 232 = COMP 238
5354,COMP,233,Probability and Statistics for Computer Science,3.0,LEC,Lecture,"Prerequisite: MATH205 • Students who have received credit for BIOL322, ENGR371, STAT249, STAT250, COMM215, MAST221, MAST333 may not take this course for credit.",UGRD,
5354,COMP,233,Probability and Statistics for Computer Science,3.0,TUT,Tutorial,"Prerequisite: MATH205 • Students who have received credit for BIOL322, ENGR371, STAT249, STAT250, COMM215, MAST221, MAST333 may not take this course for credit.",UGRD,
5363,COMP,248,Object-Oriented Programming I,3.5,LAB,Laboratory,Prerequisite: Prerequisite/Corequisite: MATH204,UGRD,
5363,COMP,248,Object-Oriented Programming I,3.5,LEC,Lecture,Prerequisite: Prerequisite/Corequisite: MATH204,UGRD,
5363,COMP,248,Object-Oriented Programming I,3.5,TUT,Tutorial,Prerequisite: Prerequisite/Corequisite: MATH204,UGRD,
5364,COMP,249,Object-Oriented Programming II,3.5,LAB,Laboratory,Prerequisite: COMP248; MATH203; Corequisite: MATH205,UGRD,COEN 241 = COEN 244
5364,COMP,249,Object-Oriented Programming II,3.5,LAB,Laboratory,Prerequisite: COMP248; MATH203; Corequisite: MATH205,UGRD,
5364,COMP,249,Object-Oriented Programming II,3.5,LEC,Lecture,Prerequisite: COMP248; MATH203; Corequisite: MATH205,UGRD,COEN 241 = COEN 244
5364,COMP,249,Object-Oriented Programming II,3.5,LEC,Lecture,Prerequisite: COMP248; MATH203; Corequisite: MATH205,UGRD,
5364,COMP,249,Object-Oriented Programming II,3.5,TUT,Tutorial,Prerequisite: COMP248; MATH203; Corequisite: MATH205,UGRD,COEN 241 = COEN 244
5364,COMP,249,Object-Oriented Programming II,3.5,TUT,Tutorial,Prerequisite: COMP248; MATH203; Corequisite: MATH205,UGRD,
5391,COMP,326,Computer Architecture,3.0,LEC,Lecture,Prerequisite: COMP346,UGRD,
5391,COMP,326,Computer Architecture,3.0,TUT,Tutorial,Prerequisite: COMP346,UGRD,
5394,COMP,335,Introduction to Theoretical Computer Science,3.0,LEC,Lecture,Prerequisite/Corequisite: Prerequisite: COMP232 or COEN231; and COMP249 or COEN244.,UGRD,
5394,COMP,335,Introduction to Theoretical Computer Science,3.0,REA,Reading,Prerequisite/Corequisite: Prerequisite: COMP232 or COEN231; and COMP249 or COEN244.,UGRD,
5394,COMP,335,Introduction to Theoretical Computer Science,3.0,TUT,Tutorial,Prerequisite/Corequisite: Prerequisite: COMP232 or COEN231; and COMP249 or COEN244.,UGRD,
5398,COMP,339,COMBINATORICS,3.0,LEC,Lecture,Prerequisite: COMP232,UGRD,COMP 339 = MATH 339
5398,COMP,339,COMBINATORICS,3.0,TUT,Tutorial,Prerequisite: COMP232,UGRD,COMP 339 = MATH 339
5405,COMP,345,"ADVANCED PROGRAM DESIGN, C++",4.0,LAB,Laboratory,Corequisite: COMP352,UGRD,
5405,COMP,345,"ADVANCED PROGRAM DESIGN, C++",4.0,LEC,Lecture,Corequisite: COMP352,UGRD,
5406,COMP,346,Operating Systems,4.0,LAB,Laboratory,Prerequisite: COMP228 or SOEN228; COMP352.,UGRD,
5406,COMP,346,Operating Systems,4.0,LEC,Lecture,Prerequisite: COMP228 or SOEN228; COMP352.,UGRD,
5406,COMP,346,Operating Systems,4.0,REA,Reading,Prerequisite: COMP228 or SOEN228; COMP352.,UGRD,
5406,COMP,346,Operating Systems,4.0,TUT,Tutorial,Prerequisite: COMP228 or SOEN228; COMP352.,UGRD,
5407,COMP,348,Principles of Programming Languages,3.0,LEC,Lecture,Prerequisite/Corequisite: Prerequisite or Corequisite: COMP249,UGRD,
5407,COMP,348,Principles of Programming Languages,3.0,TUT,Tutorial,Prerequisite/Corequisite: Prerequisite or Corequisite: COMP249,UGRD,
5409,COMP,352,Data Structures and Algorithms,3.0,LEC,Lecture,Prerequisite: COMP249; Corequisite COMP232,UGRD,COEN 352 = COMP 352
5409,COMP,352,Data Structures and Algorithms,3.0,TUT,Tutorial,Prerequisite: COMP249; Corequisite COMP232,UGRD,COEN 352 = COMP 352
5410,COMP,353,Databases,4.0,LAB,Laboratory,"Never Taken: COMP451, COMP454, COMP458 Prerequisite: COMP232 or COEN231; COMP352 or COEN352.",UGRD,
5410,COMP,353,Databases,4.0,LEC,Lecture,"Never Taken: COMP451, COMP454, COMP458 Prerequisite: COMP232 or COEN231; COMP352 or COEN352.",UGRD,
5410,COMP,353,Databases,4.0,TUT,Tutorial,"Never Taken: COMP451, COMP454, COMP458 Prerequisite: COMP232 or COEN231; COMP352 or COEN352.",UGRD,
5411,COMP,354,Introduction to Software Engineering,4.0,LAB,Laboratory,Prerequisite: COMP352; ENCS282,UGRD,COEN 431 = COMP 354
5411,COMP,354,Introduction to Software Engineering,4.0,LEC,Lecture,Prerequisite: COMP352; ENCS282,UGRD,COEN 431 = COMP 354
5411,COMP,354,Introduction to Software Engineering,4.0,TUT,Tutorial,Prerequisite: COMP352; ENCS282,UGRD,COEN 431 = COMP 354
5412,COMP,361,Elementary Numerical Methods,3.0,LEC,Lecture,Prerequisite: COMP249; COMP238 or COMP232,UGRD,
5412,COMP,361,Elementary Numerical Methods,3.0,TUT,Tutorial,Prerequisite: COMP249; COMP238 or COMP232,UGRD,
5414,COMP,367,Techniques in Symbolic Computation,3.0,LEC,Lecture,Prerequisite: MAST234 or COMP248; COMP238 or MAST217 or COMP232,UGRD,COMP 367 = MAST 332
5415,COMP,371,Computer Graphics,4.0,LAB,Laboratory,"Never Taken: COMP376, COMP477 At least one of Prerequisite: COMP352, COEN352",UGRD,COMP 371 = COMP 471
5415,COMP,371,Computer Graphics,4.0,LEC,Lecture,"Never Taken: COMP376, COMP477 At least one of Prerequisite: COMP352, COEN352",UGRD,COMP 371 = COMP 471
5416,COMP,376,Introduction to Game Development,4.0,LAB,Laboratory,Never Taken: COMP476 At least one of Prerequisite: COMP471; Prerequisite: COMP371,UGRD,CART 315 = CART 398 = COMP 376
5416,COMP,376,Introduction to Game Development,4.0,LAB,Laboratory,Never Taken: COMP476 At least one of Prerequisite: COMP471; Prerequisite: COMP371,UGRD,
5416,COMP,376,Introduction to Game Development,4.0,LEC,Lecture,Never Taken: COMP476 At least one of Prerequisite: COMP471; Prerequisite: COMP371,UGRD,CART 315 = CART 398 = COMP 376
5416,COMP,376,Introduction to Game Development,4.0,LEC,Lecture,Never Taken: COMP476 At least one of Prerequisite: COMP471; Prerequisite: COMP371,UGRD,
5446,COMP,426,Multicore Programming,4.0,LAB,Laboratory,Prerequisite: COMP346 or COEN346,UGRD,
5446,COMP,426,Multicore Programming,4.0,LEC,Lecture,Prerequisite: COMP346 or COEN346,UGRD,
5447,COMP,427,ADV TOPICS MICROPROC SYSTEMS,4.0,LEC,Lecture,Prerequisite COMP427,UGRD,
5449,COMP,428,Parallel Programming,4.0,LAB,Laboratory,Prerequisite: COMP346;,UGRD,
5449,COMP,428,Parallel Programming,4.0,LEC,Lecture,Prerequisite: COMP346;,UGRD,
5449,COMP,428,Parallel Programming,4.0,TUT,Tutorial,Prerequisite: COMP346;,UGRD,
5454,COMP,433,INTRODUCTION TO DEEP LEARNING,4.0,LAB,Laboratory,"Prerequisite: COMP352,",UGRD,
5454,COMP,433,INTRODUCTION TO DEEP LEARNING,4.0,LEC,Lecture,"Prerequisite: COMP352,",UGRD,
5461,COMP,442,Compiler Design,4.0,LAB,Laboratory,Prerequisite: COMP228 or SOEN228 or COEN311; COMP335; COMP352 or COEN352,UGRD,
5461,COMP,442,Compiler Design,4.0,LEC,Lecture,Prerequisite: COMP228 or SOEN228 or COEN311; COMP335; COMP352 or COEN352,UGRD,
5463,COMP,444,System Software Design,4.0,LAB,Laboratory,COMP346,UGRD,
5463,COMP,444,System Software Design,4.0,LEC,Lecture,COMP346,UGRD,
5464,COMP,445,Data Communication and Computer Networks,4.0,LAB,Laboratory,Prerequisite: COMP346;,UGRD,
5464,COMP,445,Data Communication and Computer Networks,4.0,LEC,Lecture,Prerequisite: COMP346;,UGRD,
5469,COMP,451,DATABASE DESIGN,4.0,LAB,Laboratory,Prerequisite: COMP353,UGRD,
5469,COMP,451,DATABASE DESIGN,4.0,LEC,Lecture,Prerequisite: COMP353,UGRD,
5477,COMP,465,Design and Analysis of Algorithms,3.0,LEC,Lecture,Prerequisite: COMP232 or COEN231; COMP339; COMP352 or COEN352,UGRD,
5477,COMP,465,Design and Analysis of Algorithms,3.0,TUT,Tutorial,Prerequisite: COMP232 or COEN231; COMP339; COMP352 or COEN352,UGRD,
5482,COMP,472,Artificial Intelligence,4.0,LAB,Laboratory,Prerequisite: COMP352 or COEN352,UGRD,
5482,COMP,472,Artificial Intelligence,4.0,LEC,Lecture,Prerequisite: COMP352 or COEN352,UGRD,
5483,COMP,473,Pattern Recognition,4.0,LAB,Laboratory,Prerequisite: COMP352,UGRD,
5483,COMP,473,Pattern Recognition,4.0,LEC,Lecture,Prerequisite: COMP352,UGRD,
5484,COMP,474,Intelligent Systems,4.0,LAB,Laboratory,Prerequisite: COMP352 or COEN352,UGRD,
5484,COMP,474,Intelligent Systems,4.0,LEC,Lecture,Prerequisite: COMP352 or COEN352,UGRD,
5485,COMP,476,Advanced Game Development,4.0,LAB,Laboratory,Prerequisite: COMP376; COMP361 or ENGR391,UGRD,
5485,COMP,476,Advanced Game Development,4.0,LEC,Lecture,Prerequisite: COMP376; COMP361 or ENGR391,UGRD,
5486,COMP,477,Animation for Computer Games,4.0,LAB,Laboratory,Prerequisite: COMP371; COMP361 or ENGR391,UGRD,
5486,COMP,477,Animation for Computer Games,4.0,LEC,Lecture,Prerequisite: COMP371; COMP361 or ENGR391,UGRD,
5487,COMP,478,Image Processing,4.0,LAB,Laboratory,Prerequisite: COMP352,UGRD,
5487,COMP,478,Image Processing,4.0,LEC,Lecture,Prerequisite: COMP352,UGRD,
5488,COMP,479,Information Retrieval and Web Search,4.0,LAB,Laboratory,Prerequisite: COMP352; ENGR371or COMP233,UGRD,
5488,COMP,479,Information Retrieval and Web Search,4.0,LEC,Lecture,Prerequisite: COMP352; ENGR371or COMP233,UGRD,
5491,COMP,490,Computer Science Project I,3.0,LEC,Lecture,Prerequisite: ENCS282,UGRD,
5492,COMP,492,Computer Science Project II,3.0,LEC,Lecture,Corequisite: COMP490,UGRD,
5493,COMP,495,Honours Seminar,1.0,LEC,Lecture,Prerequisite: ENCS282,UGRD,
5500,COMP,5201,COMP. ORGANIZ N+ASSEMB.LANG.,4.0,LAB,Laboratory,,GRAD,
5500,COMP,5201,COMP. ORGANIZ N+ASSEMB.LANG.,4.0,LEC,Lecture,,GRAD,
5520,COMP,5361,DISCRETE STR.+FORMAL LANG.,4.0,LAB,Laboratory,,GRAD,
5520,COMP,5361,DISCRETE STR.+FORMAL LANG.,4.0,LEC,Lecture,,GRAD,
5520,COMP,5361,DISCRETE STR.+FORMAL LANG.,4.0,REA,Reading,,GRAD,
5522,COMP,5421,ADVANCED PROGRAMMING,4.0,LAB,Laboratory,Prerequisite: COMP5511,GRAD,
5522,COMP,5421,ADVANCED PROGRAMMING,4.0,LEC,Lecture,Prerequisite: COMP5511,GRAD,
5526,COMP,5461,OPERATING SYSTEMS,4.0,LAB,Laboratory,"Prerequisite: COMP5201, COMP5511",GRAD,
5526,COMP,5461,OPERATING SYSTEMS,4.0,LEC,Lecture,"Prerequisite: COMP5201, COMP5511",GRAD,
5527,COMP,5481,PROGRAM G + PROBLEM SOLVING,4.0,LAB,Laboratory,,GRAD,
5527,COMP,5481,PROGRAM G + PROBLEM SOLVING,4.0,LEC,Lecture,,GRAD,
5527,COMP,5481,PROGRAM G + PROBLEM SOLVING,4.0,TUT,Tutorial,,GRAD,
5530,COMP,5511,PRINCIPLES/DATA STRUCTURES,4.0,LAB,Laboratory,Prerequisite: COMP5481,GRAD,
5530,COMP,5511,PRINCIPLES/DATA STRUCTURES,4.0,LEC,Lecture,Prerequisite: COMP5481,GRAD,
5530,COMP,5511,PRINCIPLES/DATA STRUCTURES,4.0,REA,Reading,Prerequisite: COMP5481,GRAD,
5534,COMP,5531,FILES AND DATABASES,4.0,LAB,Laboratory,"Prerequisite: COMP5361, COMP5511",GRAD,
5534,COMP,5531,FILES AND DATABASES,4.0,LEC,Lecture,"Prerequisite: COMP5361, COMP5511",GRAD,
5536,COMP,5541,TOOLS+TECHNIQUES / SW ENGR.,4.0,LAB,Laboratory,"Prerequisite: COMP5361, COMP5511, ENCS6721",GRAD,
5536,COMP,5541,TOOLS+TECHNIQUES / SW ENGR.,4.0,LEC,Lecture,"Prerequisite: COMP5361, COMP5511, ENCS6721",GRAD,
5567,COMP,6231,DISTRIBUTED SYSTEM DESIGN,4.0,LAB,Laboratory,,GRAD,
5567,COMP,6231,DISTRIBUTED SYSTEM DESIGN,4.0,LEC,Lecture,,GRAD,
5570,COMP,6281,PARALLEL PROGRAMMING,4.0,LAB,Laboratory,,GRAD,
5570,COMP,6281,PARALLEL PROGRAMMING,4.0,LEC,Lecture,,GRAD,
5570,COMP,6281,PARALLEL PROGRAMMING,4.0,TUT,Tutorial,,GRAD,
5572,COMP,6321,MACHINE LEARNING,4.0,LAB,Laboratory,,GRAD,
5572,COMP,6321,MACHINE LEARNING,4.0,LEC,Lecture,,GRAD,
5575,COMP,6351,SCIENTIFIC COMPUTATION,4.0,LEC,Lecture,,GRAD,
5577,COMP,6361,NUMERIC ANALY/NONLINEAR EQUA,4.0,LEC,Lecture,Prereq for COMP6361,GRAD,
5577,COMP,6361,NUMERIC ANALY/NONLINEAR EQUA,4.0,REA,Reading,Prereq for COMP6361,GRAD,
5579,COMP,6411,COMPARAT.STUDY/PROGRAM.LANG.,4.0,LEC,Lecture,,GRAD,
5585,COMP,6461,COMPUTER NETWORKS + PROTOCOL,4.0,LAB,Laboratory,,GRAD,
5585,COMP,6461,COMPUTER NETWORKS + PROTOCOL,4.0,LEC,Lecture,,GRAD,
5589,COMP,6481,Program and Problem Solving,4.0,LAB,Laboratory,,GRAD,
5589,COMP,6481,Program and Problem Solving,4.0,LEC,Lecture,,GRAD,
5589,COMP,6481,Program and Problem Solving,4.0,TUT,Tutorial,,GRAD,
5592,COMP,6521,ADV.DATABASE TECH. AND APPL.,4.0,LAB,Laboratory,,GRAD,
5592,COMP,6521,ADV.DATABASE TECH. AND APPL.,4.0,LEC,Lecture,,GRAD,
5593,COMP,6531,FOUNDATIONS/SEMANTIC WEB,4.0,LEC,Lecture,,GRAD,
5593,COMP,6531,FOUNDATIONS/SEMANTIC WEB,4.0,REA,Reading,,GRAD,
5598,COMP,6591,INTRO/KNOWLEDGE-BASE SYSTEMS,4.0,LEC,Lecture,,GRAD,
5598,COMP,6591,INTRO/KNOWLEDGE-BASE SYSTEMS,4.0,REA,Reading,,GRAD,
5603,COMP,6641,THEORY OF COMPUTATION,4.0,REA,Reading,,GRAD,
5605,COMP,6651,ALGORITHM DESIGN TECHNIQUES,4.0,LEC,Lecture,,GRAD,
5607,COMP,6661,COMBINATORIAL ALGORITHMS,4.0,LEC,Lecture,,GRAD,
5610,COMP,6711,COMPUTATIONAL GEOMETRY,4.0,LEC,Lecture,,GRAD,
5615,COMP,6751,NATURAL LANGUAGE ANALYSIS,4.0,LEC,Lecture,,GRAD,
5617,COMP,6761,ADVANCED COMPUTER GRAPHICS,4.0,LEC,Lecture,,GRAD,
5617,COMP,6761,ADVANCED COMPUTER GRAPHICS,4.0,REA,Reading,,GRAD,
5619,COMP,6771,Image Processing,4.0,LAB,Laboratory,Never Taken/Not Registered: COMP478,GRAD,
5619,COMP,6771,Image Processing,4.0,LEC,Lecture,Never Taken/Not Registered: COMP478,GRAD,
5620,COMP,6781,COMP 6781 Statistical Natural Language Processing,4.0,LEC,Lecture,,GRAD,
5620,COMP,6781,COMP 6781 Statistical Natural Language Processing,4.0,REA,Reading,,GRAD,
5621,COMP,6791,INFO. RETRIEVAL & WEB SEARCH,4.0,LAB,Laboratory,Never Taken/Not Registered: COMP479,GRAD,
5621,COMP,6791,INFO. RETRIEVAL & WEB SEARCH,4.0,LEC,Lecture,Never Taken/Not Registered: COMP479,GRAD,
5622,COMP,6811,BIOINFORMATICS ALGORITHMS,4.0,LEC,Lecture,,GRAD,
5625,COMP,690,COMP.ANAL.NATURAL LANG.TEST,3.0,LEC,Lecture,,GRAD,
5656,COMP,6961,GRADUATE SEMINAR-COMP.SC.,1.0,SEM,Seminar,,GRAD,
5661,COMP,7241,PARALLEL ALGORITHMS+ARCHIT E,4.0,LEC,Lecture,,GRAD,
5678,COMP,7531,DB SYSTEMS PRINCIPLES,4.0,LEC,Lecture,,GRAD,
5678,COMP,7531,DB SYSTEMS PRINCIPLES,4.0,REA,Reading,,GRAD,
5684,COMP,7651,ADV. ANALYSIS OF ALOGARITHMS,4.0,REA,Reading,Prerequisite: COMP6651,GRAD,
5702,COMP,7781,ADV IMAGE PROC,4.0,LEC,Lecture,COMP7781,GRAD,
5703,COMP,790,TOPICS/COMPUTER SCIENCE II,3.0,LEC,Lecture,,GRAD,
5720,COMP,791,TOPICS IN COMP. SCIENCE II,4.0,LEC,Lecture,,GRAD,
5724,COMP,792,MASTER S RESEARCH AND THESIS,30.0,LEC,Lecture,,GRAD,
5731,COMP,890,DOCTORAL RESEARCH AND THESIS,72.0,LEC,Lecture,,GRAD,
40329,COMP,108,Computer Science Industrial Experience Reflective Learning I,3.0,LEC,Lecture,,UGRD,
40331,COMP,208,Computer Science Industrial Experience Reflective Learning II,3.0,LEC,Lecture,,UGRD,
40332,COMP,5261,COMPUTER ARCHITECTURE,3.0,LEC,Lecture,Prerequisite: COMP5461,GRAD,
40332,COMP,5261,COMPUTER ARCHITECTURE,3.0,TUT,Tutorial,Prerequisite: COMP5461,GRAD,
40335,COMP,5611,ELEMENTARY NUMERICAL METHODS,3.0,LEC,Lecture,"Prerequisite: COMP5361, COMP5511",GRAD,
40335,COMP,5611,ELEMENTARY NUMERICAL METHODS,3.0,TUT,Tutorial,"Prerequisite: COMP5361, COMP5511",GRAD,
40344,COMP,6311,ANIMATION FOR COMPUTER GAMES,4.0,LAB,Laboratory,Corequisite: COMP6761,GRAD,
40344,COMP,6311,ANIMATION FOR COMPUTER GAMES,4.0,LEC,Lecture,Corequisite: COMP6761,GRAD,
40345,COMP,6421,COMPILER DESIGN,4.0,LAB,Laboratory,,GRAD,
40345,COMP,6421,COMPILER DESIGN,4.0,LEC,Lecture,,GRAD,
40348,COMP,6511,VLSI Circuit Design,4.0,LAB,Laboratory,,GRAD,
40348,COMP,6511,VLSI Circuit Design,4.0,LEC,Lecture,,GRAD,
40353,COMP,6721,APPLIED ARTIFICIAL INTELLIGENCE,4.0,LAB,Laboratory,Never Taken/Not Registered: COMP472,GRAD,
40353,COMP,6721,APPLIED ARTIFICIAL INTELLIGENCE,4.0,LEC,Lecture,Never Taken/Not Registered: COMP472,GRAD,
40354,COMP,6731,PATTERN RECOGNITION,4.0,LAB,Laboratory,Never Taken/Not Registered: COMP473,GRAD,
40354,COMP,6731,PATTERN RECOGNITION,4.0,LEC,Lecture,Never Taken/Not Registered: COMP473,GRAD,
40355,COMP,6741,INTELLIGENT SYSTEMS,4.0,LAB,Laboratory,Never Taken/Not Registered: COMP474,GRAD,
40355,COMP,6741,INTELLIGENT SYSTEMS,4.0,LEC,Lecture,Never Taken/Not Registered: COMP474,GRAD,
40356,COMP,7921,MASTER S RESEARCH AND THESIS,30.0,LEC,Lecture,,GRAD,
40357,COMP,7941,MASTER S RESEARCH AND THESIS,29.0,LEC,Lecture,,GRAD,
40358,COMP,8901,DOCTORAL RESEARCH AND THESIS,70.0,LEC,Lecture,,GRAD,
44019,COMP,6611,APPL./SYMBOLIC+ALGEB.COMPU N,4.0,REA,Reading,"Prerequisite: COMP5361, COMP5511",GRAD,
45940,COMP,475,Immersive Technologies,4.0,LEC,Lecture,"Prerequisite: COMP371, and",UGRD,
46579,COMP,498,TOPICS IN COMPUTER SCIENCE,3.0,LAB,Laboratory,,UGRD,
46579,COMP,498,TOPICS IN COMPUTER SCIENCE,3.0,LEC,Lecture,,UGRD,
46580,COMP,691,TOPICS/COMPUTER SCIENCE,4.0,LAB,Laboratory,,GRAD,
46580,COMP,691,TOPICS/COMPUTER SCIENCE,4.0,LEC,Lecture,,GRAD,
46580,COMP,691,TOPICS/COMPUTER SCIENCE,4.0,REA,Reading,,GRAD,
46581,COMP,729,SELECT TOP-DIGITAL SYSTEMS,3.0,LEC,Lecture,,GRAD,
46582,COMP,739,SEL TOP-THEORETICAL COMP SCI,3.0,LEC,Lecture,,GRAD,
46583,COMP,749,SELECTED TOPICS IN SOFTWARE,3.0,LEC,Lecture,,GRAD,
46584,COMP,759,SEL TOPICS-INFORMATION MANA,3.0,LEC,Lecture,,GRAD,
46585,COMP,769,SEL TOP - NUMERICAL COMPUTAT,3.0,LEC,Lecture,,GRAD,
46586,COMP,779,SEL TOPICS-COMP APPLICATIONS,3.0,LEC,Lecture,,GRAD,
47980,COMP,6331,ADVANCED GAME DEVELOPMENT,4.0,LAB,Laboratory,,GRAD,
47980,COMP,6331,ADVANCED GAME DEVELOPMENT,4.0,LEC,Lecture,,GRAD,
48285,COMP,6971,Project and Report,4.0,LEC,Lecture,,GRAD,
48956,COMP,499,TOPICS IN COMPUTER SCIENCE,4.0,LAB,Laboratory,,UGRD,
48956,COMP,499,TOPICS IN COMPUTER SCIENCE,4.0,LEC,Lecture,,UGRD,
48967,COMP,6821,Bioinformatics Databases and Systems,4.0,REA,Reading,,GRAD,
49296,COMP,6631,LARGE-SCALE OPTIMIZATION,4.0,REA,Reading,,GRAD,
49309,COMP,6341,COMPUTER VISION,4.0,LAB,Laboratory,,GRAD,
49309,COMP,6341,COMPUTER VISION,4.0,LEC,Lecture,,GRAD,
49310,COMP,425,COMPUTER VISION,4.0,LAB,Laboratory,Prerequisite COMP425:,UGRD,
49310,COMP,425,COMPUTER VISION,4.0,LEC,Lecture,Prerequisite COMP425:,UGRD,
49700,COMP,333,Data Analytics,4.0,LAB,Laboratory,Prerequisite: COMP233 or ENGR371; COMP352; ENCS282,UGRD,
49700,COMP,333,Data Analytics,4.0,LEC,Lecture,Prerequisite: COMP233 or ENGR371; COMP352; ENCS282,UGRD,
49701,COMP,432,Machine Learning,4.0,LAB,Laboratory,"Prerequisite: COMP352,",UGRD,
49701,COMP,432,Machine Learning,4.0,LEC,Lecture,"Prerequisite: COMP352,",UGRD,
49712,COMP,6381,Digital Geometric Modelling,4.0,LEC,Lecture,,GRAD,
50123,COMP,6371,IMMERSIVE TECHNOLOGIES,4.0,LEC,Lecture,,GRAD,
50437,COMP,493,Computational Biology Team Project,6.0,LEC,Lecture,,UGRD,
50448,COMP,438,GEOMETRIC MODLEING AND PROCESSING,4.0,LAB,Laboratory,"Prerequisite: COMP352,",UGRD,
50448,COMP,438,GEOMETRIC MODLEING AND PROCESSING,4.0,LEC,Lecture,"Prerequisite: COMP352,",UGRD,
50482,COMP,6981,PROJECT AND REPORT II,4.0,LEC,Lecture,"Prerequisite: COMP6971 ;Students who have received credit for SOEN6951, SOEN6971, or ENCS6931 may not take this course for credit",GRAD,
5891,COMS,210,Media Criticism,3.0,LEC,Lecture,,UGRD,COMS210 = COMS305
5891,COMS,210,Media Criticism,3.0,LEC,Lecture,,UGRD,
5891,COMS,210,Media Criticism,3.0,TUT,Tutorial,,UGRD,COMS210 = COMS305
5891,COMS,210,Media Criticism,3.0,TUT,Tutorial,,UGRD,
5892,COMS,220,History of Communication and Media,3.0,LEC,Lecture,,UGRD,
5892,COMS,220,History of Communication and Media,3.0,TUT,Tutorial,,UGRD,
5893,COMS,225,Media Institutions and Policies,3.0,SEM,Seminar,,UGRD,COMS225 = COMS326
5893,COMS,225,Media Institutions and Policies,3.0,SEM,Seminar,,UGRD,
5895,COMS,240,Communication Theory,3.0,LEC,Lecture,,UGRD,
5895,COMS,240,Communication Theory,3.0,TUT,Tutorial,,UGRD,
5898,COMS,274,Communication Media: Intermedia I,3.0,LAB,Laboratory,Students must not have taken COMS374 and COMS393.,UGRD,
5898,COMS,274,Communication Media: Intermedia I,3.0,LEC,Lecture,Students must not have taken COMS374 and COMS393.,UGRD,
5900,COMS,276,Communication Media: Sound I,3.0,LAB,Laboratory,Prerequisite: Registration in a Communication Studies program.,UGRD,
5900,COMS,276,Communication Media: Sound I,3.0,LEC,Lecture,Prerequisite: Registration in a Communication Studies program.,UGRD,
5904,COMS,284,Communication Media:  Moving Images I,3.0,LAB,Laboratory,Prerequisite: Registration in the Major or Specialization in Communication Studies.,UGRD,
5904,COMS,284,Communication Media:  Moving Images I,3.0,LEC,Lecture,Prerequisite: Registration in the Major or Specialization in Communication Studies.,UGRD,
5928,COMS,305,Media Criticism,3.0,LEC,Lecture,Prerequisite: Successful completion of 24 university credits or permission of the Department.,UGRD,
5930,COMS,307,Scriptwriting for Media,3.0,SEM,Seminar,Prerequisite: Successful completion of 24 university credits or permission of the Department; registration in a Major or Specialization in Communication Studies.,UGRD,
5931,COMS,308,Selected Topics in Video,3.0,LEC,Lecture,Prerequisite: Successful completion of 24 university credits or permission of the Department,UGRD,
